kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
6205228,K01882.01,Kepler-996 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.770590654,133.39088,0.24,2.029,314.4,2.13,1272.0,619.65,37.1,1,q1_q17_dr25_tce,5714.0,4.274,1.208,291.91281,41.533611,14.668
11758544,K01883.01,Kepler-997 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.7073064,132.43068,0.007,3.4378,69.5,1.36,1709.0,2012.12,31.7,1,q1_q17_dr25_tce,6045.0,4.069,1.629,289.23337,49.938931,11.894
11413812,K01885.01,Kepler-998 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.65378163,131.71154,0.439,1.9483,366.8,1.82,1020.0,256.14,37.8,1,q1_q17_dr25_tce,5988.0,4.507,0.934,296.75415,49.20874,14.377
9549648,K01886.01,Kepler-999 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.99185827,136.88244,0.905,1.7215,186.3,2.75,1355.0,796.76,32.1,1,q1_q17_dr25_tce,6157.0,4.049,1.695,299.66046,46.198421,12.239
10063802,K01888.01,Kepler-1000 b,CONFIRMED,CANDIDATE,0.978,0,0,0,0,120.0183551,134.18742,0.58,11.637,886.0,4.54,473.0,11.84,46.1,1,q1_q17_dr25_tce,6469.0,4.253,1.467,286.68552,47.098221,13.256
11074178,K01889.01,Kepler-1001 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.30517579,135.06301,0.924,4.535,863.4,3.05,693.0,54.59,37.5,1,q1_q17_dr25_tce,5741.0,4.555,0.846,286.27386,48.61871,15.338
11074178,K01889.02,Kepler-1001 c,CONFIRMED,CANDIDATE,0.976,0,0,0,0,9.18189122,132.40505,0.971,4.343,363.6,2.17,804.0,98.61,18.2,2,q1_q17_dr25_tce,5741.0,4.555,0.846,286.27386,48.61871,15.338
7449136,K01890.01,Kepler-1002 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.33643506,133.85442,0.641,4.1445,108.5,1.75,1453.0,1054.56,48.0,1,q1_q17_dr25_tce,6180.0,4.133,1.603,293.0795,43.073711,11.704
8680979,K01891.01,Kepler-330 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.95541913,143.30236,0.314,3.9851,762.6,2.18,573.0,25.54,39.0,1,q1_q17_dr25_tce,4891.0,4.516,0.805,288.44739,44.801682,15.261
8680979,K01891.02,Kepler-330 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,8.25980352,137.47021,0.161,2.928,298.4,1.35,714.0,61.43,18.3,2,q1_q17_dr25_tce,4891.0,4.516,0.805,288.44739,44.801682,15.261
9030537,K01892.01,Kepler-1674 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,62.5613879,178.40847,0.842,5.907,1372.6,3.54,417.0,7.13,35.0,1,q1_q17_dr25_tce,5662.0,4.56,0.84,294.8161,45.306122,15.5
8689793,K01893.01,Kepler-1003 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.554856338,131.80398,0.331,2.1004,232.9,1.29,1157.0,425.04,40.8,1,q1_q17_dr25_tce,6068.0,4.565,0.831,292.02045,44.876221,14.053
11673802,K01894.01,Kepler-1004 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.28790754,135.36119,0.474,8.5274,343.9,7.1,1661.0,1802.31,90.6,1,q1_q17_dr25_tce,4994.0,3.433,3.818,297.35928,49.79755,13.427
4263293,K01895.01,Kepler-331 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.45746636,133.87132,0.209,2.2906,1320.3,1.87,540.0,20.08,21.8,1,q1_q17_dr25_tce,4347.0,4.73,0.524,291.83432,39.307362,15.862
4263293,K01895.02,Kepler-331 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.28116957,136.00718,0.206,2.829,1562.8,2.04,425.0,7.75,20.3,2,q1_q17_dr25_tce,4347.0,4.73,0.524,291.83432,39.307362,15.862
4263293,K01895.03,Kepler-331 d,CONFIRMED,FALSE POSITIVE,0.243,0,1,0,0,32.1340014,142.27582,0.256,2.691,1262.0,1.84,346.0,3.39,11.8,3,q1_q17_dr25_tce,4347.0,4.73,0.524,291.83432,39.307362,15.862
5695524,K01897.01,Kepler-1774 b,CONFIRMED,CANDIDATE,0.938,0,0,0,0,59.7711433,148.96886,0.899,4.843,574.5,3.17,522.0,17.53,38.5,1,q1_q17_dr25_tce,6214.0,4.382,1.122,288.57443,40.988659,13.952
7668663,K01898.01,Kepler-1005 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.4980147,136.00108,0.92,2.4384,190.9,1.87,1026.0,262.18,41.2,1,q1_q17_dr25_tce,5727.0,4.328,1.104,286.28601,43.320461,13.25
7047922,K01899.01,Kepler-1006 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,19.76169247,135.17794,0.924,3.9097,392.5,2.81,791.0,92.38,35.3,1,q1_q17_dr25_tce,6327.0,4.327,1.175,295.75412,42.537479,14.563
9353314,K01900.01,Kepler-1007 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.18498961,131.8814,0.021,2.1397,430.1,1.15,652.0,42.62,36.4,1,q1_q17_dr25_tce,4325.0,4.68,0.56,295.90656,45.80912,14.744
3629967,K01901.01,Kepler-1775 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,85.6542476,155.12346,0.012,6.866,476.0,3.56,522.0,17.51,36.6,1,q1_q17_dr25_tce,5818.0,4.065,1.647,286.40231,38.738541,13.34
8766650,K01904.01,Kepler-1008 b,CONFIRMED,CANDIDATE,0.984,0,0,0,0,12.43929428,136.37952,0.663,3.176,254.3,1.3,627.0,36.57,24.9,1,q1_q17_dr25_tce,4987.0,4.531,0.773,296.54752,44.941929,13.395
10328393,K01905.01,Kepler-332 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.62635494,136.01585,0.237,2.4168,296.1,1.21,703.0,57.89,32.5,1,q1_q17_dr25_tce,4955.0,4.61,0.721,286.66296,47.4137,14.017
10328393,K01905.02,Kepler-332 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.99560373,144.2399,0.088,3.471,221.7,1.04,550.0,21.54,20.0,2,q1_q17_dr25_tce,4955.0,4.61,0.721,286.66296,47.4137,14.017
10328393,K01905.03,Kepler-332 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,34.2115022,154.57508,0.034,4.947,273.8,1.15,427.0,7.82,20.7,3,q1_q17_dr25_tce,4955.0,4.61,0.721,286.66296,47.4137,14.017
7094486,K01907.01,Kepler-1009 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.35010642,134.04612,0.035,2.2792,1221.0,1.75,403.0,6.25,38.3,1,q1_q17_dr25_tce,3597.0,4.734,0.514,282.85992,42.66576,15.278
5706966,K01908.01,Kepler-333 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.55111099,137.26226,0.519,3.1293,494.1,1.34,480.0,12.56,33.2,1,q1_q17_dr25_tce,4213.0,4.669,0.598,292.28607,40.913589,14.731
5706966,K01908.02,Kepler-333 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,24.0884178,134.42178,0.376,3.952,387.2,1.16,386.0,5.26,21.0,2,q1_q17_dr25_tce,4213.0,4.669,0.598,292.28607,40.913589,14.731
10130039,K01909.01,Kepler-334 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.75800092,133.95888,0.011,4.1828,187.9,1.49,822.0,107.96,41.7,1,q1_q17_dr25_tce,5782.0,4.34,1.095,287.14066,47.115189,12.776
10130039,K01909.02,Kepler-334 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.47033376,131.49548,0.074,3.1441,112.0,1.15,1090.0,334.27,32.7,2,q1_q17_dr25_tce,5782.0,4.34,1.095,287.14066,47.115189,12.776
10130039,K01909.03,Kepler-334 d,CONFIRMED,CANDIDATE,0.987,0,0,0,0,25.0985083,145.56829,0.814,2.7727,167.6,1.59,656.0,43.84,21.3,3,q1_q17_dr25_tce,5782.0,4.34,1.095,287.14066,47.115189,12.776
8226050,K01910.01,Kepler-1010 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,34.2685741,147.05143,0.677,4.8251,699.3,2.44,477.0,12.2,38.2,1,q1_q17_dr25_tce,5083.0,4.468,0.872,289.19263,44.149319,14.685
9965957,K01911.01,Kepler-1011 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.75321539,136.75617,0.921,1.7948,733.8,3.14,920.0,169.44,31.8,1,q1_q17_dr25_tce,5445.0,4.51,0.929,297.40155,46.824001,15.196
9704384,K01913.01,Kepler-1012 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.50860699,132.2983,0.879,3.0788,203.9,1.49,934.0,179.62,38.2,1,q1_q17_dr25_tce,5448.0,4.489,0.883,289.29626,46.457951,13.317
8426567,K01914.01,Kepler-1013 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.93055119,143.25058,0.583,3.372,684.0,4.41,766.0,81.42,26.2,1,q1_q17_dr25_tce,5015.0,3.987,1.643,290.24805,44.435242,14.417
9101496,K01915.01,Kepler-335 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.56226483,132.61123,0.643,4.0144,260.8,3.07,1290.0,654.67,41.2,1,q1_q17_dr25_tce,5878.0,4.005,1.812,296.06433,45.428619,13.996
9101496,K01915.02,Kepler-335 c,CONFIRMED,CANDIDATE,0.808,0,0,0,0,67.844689,149.5007,0.368,11.757,211.2,2.65,592.0,29.08,18.9,2,q1_q17_dr25_tce,5878.0,4.005,1.812,296.06433,45.428619,13.996
6037581,K01916.01,Kepler-336 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.67876365,151.69245,0.665,4.6395,323.9,2.42,749.0,74.36,42.6,2,q1_q17_dr25_tce,5865.0,4.266,1.272,290.23764,41.331379,13.598
6037581,K01916.02,Kepler-336 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.59993246,136.58227,0.063,4.3206,271.2,2.08,967.0,206.91,52.0,1,q1_q17_dr25_tce,5865.0,4.266,1.272,290.23764,41.331379,13.598
6037581,K01916.03,Kepler-336 b,CONFIRMED,CANDIDATE,0.933,0,0,0,0,2.0248205,132.35465,0.248,2.55,63.3,1.01,1625.0,1652.5,20.2,3,q1_q17_dr25_tce,5865.0,4.266,1.272,290.23764,41.331379,13.598
10074466,K01917.01,Kepler-1776 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,35.01190875,150.37126,0.927,2.868,436.7,2.97,603.0,31.35,34.0,1,q1_q17_dr25_tce,5872.0,4.332,1.153,291.53439,47.0425,13.624
8218379,K01920.01,Kepler-1014 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.57099265,133.90704,0.55,2.9052,644.9,2.03,614.0,33.53,40.9,1,q1_q17_dr25_tce,5483.0,4.589,0.779,285.12204,44.1106,14.64
7755636,K01921.01,Kepler-1015 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.00496657,135.25305,0.013,6.5047,377.5,3.71,1040.0,276.53,49.8,1,q1_q17_dr25_tce,6384.0,4.029,1.904,292.75732,43.42691,12.818
9411166,K01922.01,Kepler-1016 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.954525966,132.29679,0.673,2.0944,392.8,2.38,1540.0,1331.18,43.1,1,q1_q17_dr25_tce,5741.0,4.331,1.136,294.61365,45.984619,15.356
9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,105.6552651,230.09865,0.371,9.39,1366.9,4.22,407.0,6.51,42.3,2,q1_q17_dr25_tce,5741.0,4.331,1.136,294.61365,45.984619,15.356
4989057,K01923.01,Kepler-1017 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.23400381,137.67742,0.032,2.165,453.3,1.78,831.0,112.48,34.3,1,q1_q17_dr25_tce,5411.0,4.523,0.85,283.46936,40.13261,14.139
9955598,K01925.01,Kepler-409 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,68.958447,179.08158,0.821,3.128,123.3,1.11,402.0,6.17,30.0,1,q1_q17_dr25_tce,5455.0,4.497,0.888,293.6792,46.85276,9.439
5770074,K01928.01,Kepler-1675 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,63.0380366,169.12161,0.021,7.3702,658.7,2.59,465.0,11.1,53.1,1,q1_q17_dr25_tce,5798.0,4.411,1.019,283.80954,41.041241,13.605
10136549,K01929.01,Kepler-337 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.69315023,132.81362,0.734,5.6725,141.8,1.89,1017.0,253.08,45.1,1,q1_q17_dr25_tce,5683.0,4.108,1.472,290.06049,47.16396,12.727
10136549,K01929.02,Kepler-337 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.29276797,133.00741,0.663,4.8069,80.7,1.39,1458.0,1068.95,40.8,2,q1_q17_dr25_tce,5683.0,4.108,1.472,290.06049,47.16396,12.727
5511081,K01930.01,Kepler-338 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,13.72710334,138.74473,0.025,7.3419,199.2,2.38,1005.0,241.58,62.5,1,q1_q17_dr25_tce,5951.0,4.017,1.693,282.97897,40.784351,12.119
5511081,K01930.02,Kepler-338 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,24.3110031,137.0394,0.146,8.7682,184.4,2.3,831.0,112.64,48.9,2,q1_q17_dr25_tce,5951.0,4.017,1.693,282.97897,40.784351,12.119
5511081,K01930.03,Kepler-338 d,CONFIRMED,CANDIDATE,0.896,0,0,0,0,44.4304059,143.5462,0.025,10.306,238.5,2.61,680.0,50.42,50.5,3,q1_q17_dr25_tce,5951.0,4.017,1.693,282.97897,40.784351,12.119
5511081,K01930.04,Kepler-338 e,CONFIRMED,CANDIDATE,0.996,0,0,0,0,9.34145925,132.38581,0.455,6.18,81.7,1.56,1143.0,403.44,29.4,4,q1_q17_dr25_tce,5951.0,4.017,1.693,282.97897,40.784351,12.119
10978763,K01931.01,Kepler-339 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.97760447,134.67304,0.474,2.5719,287.3,1.75,1023.0,258.91,27.5,1,q1_q17_dr25_tce,5353.0,4.358,1.023,293.35172,48.444641,14.531
10978763,K01931.02,Kepler-339 d,CONFIRMED,CANDIDATE,0.982,0,0,0,0,10.55840479,136.34449,0.31,3.366,194.2,1.41,796.0,94.94,14.6,3,q1_q17_dr25_tce,5353.0,4.358,1.023,293.35172,48.444641,14.531
10978763,K01931.03,Kepler-339 c,CONFIRMED,CANDIDATE,0.967,0,0,0,0,6.98800953,132.56964,0.024,3.103,193.2,1.39,914.0,164.86,17.1,2,q1_q17_dr25_tce,5353.0,4.358,1.023,293.35172,48.444641,14.531
5202905,K01932.01,Kepler-340 c,CONFIRMED,CANDIDATE,0.944,0,0,0,0,22.8245144,144.46843,0.279,6.617,322.7,3.36,946.0,189.46,15.9,1,q1_q17_dr25_tce,6642.0,4.057,1.846,295.93347,40.300571,12.345
5202905,K01932.02,Kepler-340 b,CONFIRMED,CANDIDATE,0.636,0,0,0,0,14.8444836,143.576,0.149,6.091,177.9,2.49,1092.0,336.06,10.5,2,q1_q17_dr25_tce,6642.0,4.057,1.846,295.93347,40.300571,12.345
9072190,K01933.01,Kepler-1018 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,49.1011093,136.47265,0.52,6.341,845.6,3.28,498.0,14.57,39.7,1,q1_q17_dr25_tce,5393.0,4.299,1.11,283.59668,45.407879,15.041
10190777,K01937.01,Kepler-1019 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,1.411230023,132.641925,0.851,1.4325,388.2,1.71,1164.0,436.04,89.3,1,q1_q17_dr25_tce,4575.0,4.564,0.737,283.71753,47.204449,13.59
9651234,K01938.01,Kepler-1020 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,96.9151707,187.08955,0.541,6.065,862.8,2.37,325.0,2.64,53.4,1,q1_q17_dr25_tce,5162.0,4.559,0.791,292.67255,46.377419,14.031
7045496,K01939.01,Kepler-1021 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.47472742,133.48999,0.025,2.5995,729.6,1.96,634.0,38.21,25.3,1,q1_q17_dr25_tce,5395.0,4.615,0.734,295.2049,42.559681,15.164
10005788,K01940.01,Kepler-1022 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.99470891,137.35769,0.265,1.5929,884.7,1.71,512.0,16.24,32.7,1,q1_q17_dr25_tce,4302.0,4.661,0.586,289.35202,46.973728,15.389
2832589,K01942.01,Kepler-1978 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.84969477,136.74432,0.55,3.474,1122.1,2.67,676.0,49.3,43.5,1,q1_q17_dr25_tce,5251.0,4.592,0.778,286.00674,38.009541,15.409
7810483,K01943.01,Kepler-1676 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,29.92208104,146.00807,0.38,2.7716,345.3,3.09,782.0,88.52,37.6,1,q1_q17_dr25_tce,6127.0,4.055,1.637,287.23676,43.567211,13.377
2438513,K01944.01,Kepler-1777 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.18420006,139.05644,0.746,2.5014,499.3,2.59,819.0,106.52,23.3,1,q1_q17_dr25_tce,5771.0,4.374,1.068,290.32867,37.72311,13.982
11656918,K01945.01,Kepler-1023 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,62.1385979,161.14834,0.699,4.2938,886.3,5.14,524.0,17.88,36.1,1,q1_q17_dr25_tce,5123.0,3.992,1.621,289.02975,49.769711,14.52
3118797,K01950.01,Kepler-1024 b,CONFIRMED,CANDIDATE,0.894,0,0,0,0,66.4159789,188.13988,0.371,7.061,2053.2,3.44,376.0,4.71,33.6,1,q1_q17_dr25_tce,5383.0,4.603,0.759,291.95099,38.251701,15.983
8081187,K01951.01,Kepler-1025 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,37.3228722,152.83532,0.608,7.2146,307.5,35.34,1654.0,1769.88,42.6,1,q1_q17_dr25_tce,4907.0,2.41,19.53,284.51019,43.961658,13.573
7747425,K01952.01,Kepler-341 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,8.0103929,135.31823,0.045,4.2713,294.1,1.88,940.0,184.38,34.6,1,q1_q17_dr25_tce,5616.0,4.327,1.111,289.86157,43.472771,14.601
7747425,K01952.02,Kepler-341 d,CONFIRMED,CANDIDATE,0.967,0,0,0,0,27.6666375,143.86343,0.519,6.315,324.0,2.04,622.0,35.27,24.4,2,q1_q17_dr25_tce,5616.0,4.327,1.111,289.86157,43.472771,14.601
7747425,K01952.03,Kepler-341 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.19559398,132.72178,0.054,3.748,116.0,1.18,1085.0,327.78,16.0,4,q1_q17_dr25_tce,5616.0,4.327,1.111,289.86157,43.472771,14.601
7747425,K01952.04,Kepler-341 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,42.4729078,146.28712,0.361,7.253,334.0,2.03,539.0,19.93,22.8,3,q1_q17_dr25_tce,5616.0,4.327,1.111,289.86157,43.472771,14.601
9892816,K01955.01,Kepler-342 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,15.17026921,132.6655,0.917,4.3311,224.8,2.47,905.0,158.23,45.4,1,q1_q17_dr25_tce,6297.0,4.26,1.369,292.67807,46.726711,13.147
9892816,K01955.02,Kepler-342 d,CONFIRMED,CANDIDATE,0.603,0,0,0,0,39.4576228,136.47398,0.967,9.557,244.8,2.8,658.0,44.26,41.6,2,q1_q17_dr25_tce,6297.0,4.26,1.369,292.67807,46.726711,13.147
9892816,K01955.03,Kepler-342 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.644221032,131.75241,0.942,2.9122,47.8,1.18,1897.0,3071.95,24.1,3,q1_q17_dr25_tce,6297.0,4.26,1.369,292.67807,46.726711,13.147
9892816,K01955.04,Kepler-342 c,CONFIRMED,CANDIDATE,0.993,0,0,0,0,26.2347447,141.99379,0.985,3.536,196.5,2.76,754.0,76.31,22.0,4,q1_q17_dr25_tce,6297.0,4.26,1.369,292.67807,46.726711,13.147
9836149,K01958.01,Kepler-66 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.8159689,134.4832,0.911,3.6765,776.8,3.12,699.0,56.48,22.5,1,q1_q17_dr25_tce,5964.0,4.484,0.933,293.98157,46.687752,15.2
4813563,K01959.01,Kepler-1026 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,36.5157639,151.28989,0.787,3.6577,861.3,2.55,425.0,7.71,34.7,1,q1_q17_dr25_tce,4847.0,4.54,0.781,283.60526,39.997978,14.254
6949061,K01960.01,Kepler-343 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.96847034,139.39473,0.558,4.4073,234.3,2.17,1024.0,259.95,38.2,1,q1_q17_dr25_tce,5808.0,4.185,1.374,291.96069,42.43301,14.128
6949061,K01960.02,Kepler-343 c,CONFIRMED,CANDIDATE,0.992,0,0,0,0,23.2218115,151.06904,0.913,2.744,210.4,2.42,746.0,73.08,16.9,2,q1_q17_dr25_tce,5808.0,4.185,1.374,291.96069,42.43301,14.128
7269493,K01961.01,Kepler-1027 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.907810683,131.63784,0.41,1.8707,120.5,0.91,1268.0,609.28,40.9,1,q1_q17_dr25_tce,5435.0,4.578,0.824,287.57117,42.813919,12.852
11657891,K01965.01,Kepler-1028 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.514628496,132.90904,0.247,1.6239,228.4,1.27,1217.0,517.89,33.3,1,q1_q17_dr25_tce,5662.0,4.56,0.84,289.59308,49.781158,14.325
6205897,K01967.01,Kepler-1029 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.417692516,133.96139,0.971,2.323,279.2,1.57,790.0,92.16,35.1,1,q1_q17_dr25_tce,4766.0,4.645,0.664,292.13297,41.547539,14.31
7948784,K01968.01,Kepler-1778 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.08744556,135.13582,0.921,2.9884,568.1,3.15,942.0,186.14,39.9,1,q1_q17_dr25_tce,6310.0,4.417,1.095,287.36127,43.738781,15.079
9244756,K01969.01,Kepler-1779 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.34355902,145.04116,0.716,5.474,829.4,3.26,730.0,67.34,34.0,1,q1_q17_dr25_tce,5730.0,4.394,1.056,300.41751,45.605518,15.017
9650808,K01970.01,Kepler-344 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.96401646,133.03586,0.483,2.7509,693.4,2.57,643.0,40.41,26.9,1,q1_q17_dr25_tce,5774.0,4.447,0.958,292.49963,46.324409,15.378
9650808,K01970.02,Kepler-344 c,CONFIRMED,CANDIDATE,0.899,0,0,0,0,125.602323,215.4336,0.065,7.105,925.7,2.89,360.0,3.95,23.3,2,q1_q17_dr25_tce,5774.0,4.447,0.958,292.49963,46.324409,15.378
9347009,K01971.01,Kepler-1030 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.32945602,133.26717,0.009,3.794,935.5,2.26,529.0,18.57,26.8,1,q1_q17_dr25_tce,5026.0,4.604,0.763,293.68192,45.817558,15.719
11253711,K01972.02,Kepler-1031 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.226223959,132.6827,0.005,2.1689,56.1,1.0,2024.0,3973.86,18.9,2,q1_q17_dr25_tce,5855.0,4.148,1.34,296.08975,48.955372,13.8
4917596,K01973.01,Kepler-1032 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.290114076,133.15709,0.203,1.5151,645.3,1.49,802.0,97.96,30.3,1,q1_q17_dr25_tce,4484.0,4.654,0.594,289.93085,40.097752,15.753
7289577,K01974.01,Kepler-1780 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,109.4450597,197.9832,0.149,3.792,1269.6,3.04,340.0,3.14,30.1,1,q1_q17_dr25_tce,5403.0,4.5,0.868,294.08392,42.809589,14.937
8543100,K01975.01,Kepler-1033 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,7.56052209,134.47889,0.022,3.8573,659.8,2.4,914.0,164.9,34.6,1,q1_q17_dr25_tce,5895.0,4.503,0.94,283.84515,44.609089,15.986
2693736,K01976.01,Kepler-1034 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.12401737,134.955,0.029,3.3091,788.4,2.37,675.0,48.98,40.1,1,q1_q17_dr25_tce,5094.0,4.469,0.87,286.11536,37.966999,15.09
9412760,K01977.01,Kepler-345 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.38740646,137.38383,0.946,1.6165,384.6,1.69,575.0,25.83,22.3,1,q1_q17_dr25_tce,4500.0,4.656,0.646,295.22879,45.97102,14.028
9412760,K01977.02,Kepler-345 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.41556471,137.81512,0.434,1.973,150.4,0.79,622.0,35.37,11.8,2,q1_q17_dr25_tce,4500.0,4.656,0.646,295.22879,45.97102,14.028
9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.51112385,131.70646,0.882,1.6919,695.1,3.09,1008.0,243.67,38.4,1,q1_q17_dr25_tce,6032.0,4.465,1.001,288.0119,46.117611,15.214
9518318,K01978.02,Kepler-346 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,23.85163321,147.61456,0.88,2.4453,833.7,3.37,654.0,43.19,28.6,2,q1_q17_dr25_tce,6032.0,4.465,1.001,288.0119,46.117611,15.214
7273277,K01979.01,Kepler-1035 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,2.714078374,133.71179,0.868,1.3115,143.5,1.38,1301.0,675.86,36.8,1,q1_q17_dr25_tce,5815.0,4.461,0.992,289.04221,42.882488,12.987
11769890,K01980.01,Kepler-1036 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,122.8799543,165.46356,0.872,7.835,717.7,2.7,326.0,2.66,41.9,1,q1_q17_dr25_tce,5413.0,4.51,0.861,295.18164,49.945782,13.8
10153855,K01981.01,Kepler-1037 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.06378861,131.52465,0.466,1.072,251.5,1.61,1650.0,1761.19,21.5,1,q1_q17_dr25_tce,5265.0,4.4,1.002,296.34103,47.17086,14.229
6862721,K01982.01,Kepler-1781 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.88753111,132.70783,0.147,2.034,679.6,2.45,1003.0,239.11,17.4,1,q1_q17_dr25_tce,5568.0,4.499,0.957,291.71146,42.341499,15.768
10094670,K01984.01,Kepler-1677 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,22.06402,148.9199,0.941,4.1,388.7,2.67,712.0,60.81,31.5,1,q1_q17_dr25_tce,6232.0,4.432,1.09,298.49329,47.013039,13.698
8142942,K01985.01,Kepler-1782 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.756245244,133.903421,0.888,1.071,623.6,2.24,773.0,84.16,45.5,1,q1_q17_dr25_tce,4931.0,4.605,0.734,280.92612,44.087929,13.708
8257205,K01986.01,Kepler-1038 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,148.4601819,151.38686,0.808,5.499,1532.1,3.61,285.0,1.56,33.7,1,q1_q17_dr25_tce,5159.0,4.548,0.821,298.97217,44.132381,14.839
